lab_ID,lab_type,lab_capacity,user_ID,course_of_study,occupancy,time_stamp,computer_ID,CPU_usage,memory_usage,disk_usage,year,month,day,hour,minute,day_of_week,quarter,month_name,hour_name,course_duration,course_start_time,course_end_time,course_attendance
5,B,22,30,EE,3,2023-01-02 05:00:00,5,29.16466755189657,59.7685842431512,41.61544086613541,2023,1,2,5,0,0,1,January,Morning,3,2023-01-02 07:00:00,2023-01-02 10:00:00,70
3,B,30,31,EE,62,2023-01-02 06:00:00,7,52.36425862579676,26.737115083968263,46.62682585400607,2023,1,2,6,0,0,1,January,Morning,5,2023-01-02 08:00:00,2023-01-02 13:00:00,94
2,A,14,67,EE,1,2023-01-02 07:00:00,8,33.690695032523166,77.6374374005773,73.47506328128567,2023,1,2,7,0,0,1,January,Morning,1,2023-01-02 06:00:00,2023-01-02 07:00:00,17
7,A,47,6,ME,63,2023-01-02 08:00:00,8,90.10775632532513,36.11238349019192,32.61337045290919,2023,1,2,8,0,0,1,January,Morning,3,2023-01-02 07:00:00,2023-01-02 10:00:00,17
2,A,11,65,EE,91,2023-01-02 09:00:00,5,5.004304545618776,16.901582027366835,40.79236861512621,2023,1,2,9,0,0,1,January,Morning,4,2023-01-02 07:00:00,2023-01-02 11:00:00,86
5,B,24,70,EE,18,2023-01-02 10:00:00,1,40.793843929587496,13.360916415078153,27.82445915369427,2023,1,2,10,0,0,1,January,Morning,5,2023-01-02 08:00:00,2023-01-02 13:00:00,66
8,A,46,38,EE,69,2023-01-02 11:00:00,4,98.71080851484098,42.6821820983952,42.01228662363945,2023,1,2,11,0,0,1,January,Morning,4,2023-01-02 08:00:00,2023-01-02 12:00:00,74
6,A,14,41,CS,44,2023-01-02 12:00:00,6,43.84835575403771,57.457472683609545,97.397432658544,2023,1,2,12,0,0,1,January,Afternoon,4,2023-01-02 08:00:00,2023-01-02 12:00:00,13
7,C,18,30,CS,73,2023-01-02 13:00:00,7,77.11037818506405,76.54125481818991,28.019557464906363,2023,1,2,13,0,0,1,January,Afternoon,4,2023-01-02 07:00:00,2023-01-02 11:00:00,16
8,A,28,86,ME,92,2023-01-02 14:00:00,6,43.335946080388496,62.91278757167025,60.35059629733811,2023,1,2,14,0,0,1,January,Afternoon,2,2023-01-02 06:00:00,2023-01-02 08:00:00,97
4,C,36,68,EE,30,2023-01-02 15:00:00,2,26.84144567592176,0.3274606411275083,52.99933480764315,2023,1,2,15,0,0,1,January,Afternoon,1,2023-01-02 09:00:00,2023-01-02 10:00:00,23
8,C,14,93,ME,91,2023-01-02 16:00:00,6,20.70100168290572,7.18145326401064,95.43955983467905,2023,1,2,16,0,0,1,January,Afternoon,2,2023-01-02 06:00:00,2023-01-02 08:00:00,99
9,A,17,52,ME,59,2023-01-02 17:00:00,9,15.60870298090492,3.242025945559812,78.48911573750887,2023,1,2,17,0,0,1,January,Evening,3,2023-01-02 06:00:00,2023-01-02 09:00:00,59
6,C,13,97,ME,10,2023-01-02 18:00:00,2,33.102068639070104,75.2456395847279,21.974498063307056,2023,1,2,18,0,0,1,January,Evening,5,2023-01-02 06:00:00,2023-01-02 11:00:00,82
1,B,10,62,ME,10,2023-01-02 19:00:00,8,45.94787658670787,6.238698554142285,91.74239317434912,2023,1,2,19,0,0,1,January,Evening,1,2023-01-02 07:00:00,2023-01-02 08:00:00,51
9,C,31,80,EE,60,2023-01-02 20:00:00,1,46.282895389322206,24.8503776155944,80.30449595867304,2023,1,2,20,0,0,1,January,Evening,5,2023-01-02 08:00:00,2023-01-02 13:00:00,23
8,B,14,20,CS,58,2023-01-02 21:00:00,7,50.42262492593529,45.18791908075666,4.9735536915301415,2023,1,2,21,0,0,1,January,Evening,3,2023-01-02 09:00:00,2023-01-02 12:00:00,56
1,A,30,97,CS,31,2023-01-02 22:00:00,7,89.57615741463017,74.94354810938813,71.86792408403718,2023,1,2,22,0,0,1,January,Evening,4,2023-01-02 06:00:00,2023-01-02 10:00:00,15
9,C,32,84,ME,44,2023-01-02 23:00:00,6,69.88281884322896,59.158854741114986,21.780715818909968,2023,1,2,23,0,0,1,January,Evening,3,2023-01-02 08:00:00,2023-01-02 11:00:00,53
8,C,44,68,EE,3,2023-01-03 00:00:00,1,81.35699406854012,40.82369464123371,28.28858987157244,2023,1,3,0,0,1,1,January,Morning,3,2023-01-03 09:00:00,2023-01-03 12:00:00,66
6,B,12,47,EE,0,2023-01-03 01:00:00,4,65.9002201924176,80.0662654502728,33.90927163876783,2023,1,3,1,0,1,1,January,Morning,5,2023-01-03 08:00:00,2023-01-03 13:00:00,67
2,C,25,62,ME,99,2023-01-03 02:00:00,1,96.7279192102998,85.05411777170639,14.689687306949727,2023,1,3,2,0,1,1,January,Morning,4,2023-01-03 09:00:00,2023-01-03 13:00:00,32
9,A,35,70,CS,54,2023-01-03 03:00:00,5,14.140607752509627,89.07368901575944,95.76678955853336,2023,1,3,3,0,1,1,January,Morning,4,2023-01-03 06:00:00,2023-01-03 10:00:00,23
9,C,27,36,CS,2,2023-01-03 04:00:00,9,69.79744872184158,80.58722530975302,43.3406953620143,2023,1,3,4,0,1,1,January,Morning,4,2023-01-03 06:00:00,2023-01-03 10:00:00,35
7,A,31,71,EE,20,2023-01-03 05:00:00,3,28.86570729557729,68.03419182790749,99.93737938037329,2023,1,3,5,0,1,1,January,Morning,5,2023-01-03 06:00:00,2023-01-03 11:00:00,48
9,B,23,90,EE,8,2023-01-03 06:00:00,9,5.876354936032224,51.524777116494725,42.95850107959735,2023,1,3,6,0,1,1,January,Morning,1,2023-01-03 06:00:00,2023-01-03 07:00:00,82
5,A,12,50,ME,51,2023-01-03 07:00:00,3,5.454538193314695,13.1124961177275,45.5680133684478,2023,1,3,7,0,1,1,January,Morning,3,2023-01-03 09:00:00,2023-01-03 12:00:00,36
2,C,49,78,ME,53,2023-01-03 08:00:00,5,63.64425650481308,55.73696234404132,88.55840507976751,2023,1,3,8,0,1,1,January,Morning,1,2023-01-03 08:00:00,2023-01-03 09:00:00,15
5,C,19,49,CS,0,2023-01-03 09:00:00,1,16.114215007402453,65.17416633448387,97.28661822274594,2023,1,3,9,0,1,1,January,Morning,4,2023-01-03 07:00:00,2023-01-03 11:00:00,54
3,B,14,37,CS,50,2023-01-03 10:00:00,8,59.23782899385811,67.47719730771684,2.855251521130042,2023,1,3,10,0,1,1,January,Morning,3,2023-01-03 08:00:00,2023-01-03 11:00:00,89
9,C,29,21,CS,55,2023-01-03 11:00:00,3,72.54593422212328,74.49947839902404,48.7769069324136,2023,1,3,11,0,1,1,January,Morning,1,2023-01-03 06:00:00,2023-01-03 07:00:00,80
4,C,29,21,CS,86,2023-01-03 12:00:00,8,20.55498522437632,47.21765483522371,59.377905005049314,2023,1,3,12,0,1,1,January,Afternoon,4,2023-01-03 07:00:00,2023-01-03 11:00:00,2
4,B,41,21,CS,79,2023-01-03 13:00:00,6,31.71301540529653,59.28420134861899,93.87848629043866,2023,1,3,13,0,1,1,January,Afternoon,1,2023-01-03 07:00:00,2023-01-03 08:00:00,58
1,A,29,9,CS,50,2023-01-03 14:00:00,6,87.42165028409869,78.8762525265176,29.894034705880344,2023,1,3,14,0,1,1,January,Afternoon,1,2023-01-03 07:00:00,2023-01-03 08:00:00,25
2,A,22,50,EE,32,2023-01-03 15:00:00,7,30.624016265507315,89.67733536350707,46.21182470173797,2023,1,3,15,0,1,1,January,Afternoon,3,2023-01-03 08:00:00,2023-01-03 11:00:00,9
5,C,19,77,CS,26,2023-01-03 16:00:00,3,80.3920570446385,81.85036243629766,71.85764238259131,2023,1,3,16,0,1,1,January,Afternoon,5,2023-01-03 09:00:00,2023-01-03 14:00:00,7
3,C,27,83,ME,79,2023-01-03 17:00:00,9,39.31339206900528,94.60047369178714,73.66251337428243,2023,1,3,17,0,1,1,January,Evening,4,2023-01-03 09:00:00,2023-01-03 13:00:00,18
2,C,32,19,EE,64,2023-01-03 18:00:00,6,0.4959112740818616,98.54252166624464,81.50099832825848,2023,1,3,18,0,1,1,January,Evening,1,2023-01-03 09:00:00,2023-01-03 10:00:00,98
4,C,32,46,ME,52,2023-01-03 19:00:00,8,56.6325450016169,55.577229839976695,6.644679031438006,2023,1,3,19,0,1,1,January,Evening,2,2023-01-03 09:00:00,2023-01-03 11:00:00,61
5,B,35,30,ME,98,2023-01-03 20:00:00,4,4.062654085509765,36.74273922633908,22.59091983426749,2023,1,3,20,0,1,1,January,Evening,5,2023-01-03 09:00:00,2023-01-03 14:00:00,14
2,A,40,20,CS,77,2023-01-03 21:00:00,5,34.35982272716795,31.86163912122068,41.69552995840692,2023,1,3,21,0,1,1,January,Evening,5,2023-01-03 06:00:00,2023-01-03 11:00:00,17
4,A,38,62,CS,9,2023-01-03 22:00:00,3,12.385401151844745,93.77920547498113,70.42349155626265,2023,1,3,22,0,1,1,January,Evening,5,2023-01-03 07:00:00,2023-01-03 12:00:00,48
4,C,21,72,CS,30,2023-01-03 23:00:00,1,37.33819032544291,22.72535689381493,31.72166934490693,2023,1,3,23,0,1,1,January,Evening,2,2023-01-03 06:00:00,2023-01-03 08:00:00,90
6,B,30,34,ME,43,2023-01-04 00:00:00,3,83.77243198659426,24.13391933001092,51.56213644837321,2023,1,4,0,0,2,1,January,Morning,4,2023-01-04 06:00:00,2023-01-04 10:00:00,62
4,A,10,87,EE,97,2023-01-04 01:00:00,3,90.38007641022908,5.36272386659461,79.3282200294477,2023,1,4,1,0,2,1,January,Morning,2,2023-01-04 08:00:00,2023-01-04 10:00:00,68
4,C,20,31,EE,75,2023-01-04 02:00:00,1,32.4059492748641,68.5823212267771,18.748088466037828,2023,1,4,2,0,2,1,January,Morning,2,2023-01-04 07:00:00,2023-01-04 09:00:00,97
2,A,30,75,EE,64,2023-01-04 03:00:00,4,73.13110608154379,95.5536084554536,76.2235773733346,2023,1,4,3,0,2,1,January,Morning,5,2023-01-04 09:00:00,2023-01-04 14:00:00,42
4,C,24,59,ME,62,2023-01-04 04:00:00,7,44.05312064080715,19.93543058681748,51.39584529512442,2023,1,4,4,0,2,1,January,Morning,5,2023-01-04 08:00:00,2023-01-04 13:00:00,62
4,B,37,97,ME,20,2023-01-04 05:00:00,1,18.455020454312667,3.5541281560023785,30.67995919168865,2023,1,4,5,0,2,1,January,Morning,5,2023-01-04 09:00:00,2023-01-04 14:00:00,19
3,C,30,66,ME,98,2023-01-04 06:00:00,3,7.136072348695066,1.915084597119998,83.27941782544085,2023,1,4,6,0,2,1,January,Morning,5,2023-01-04 08:00:00,2023-01-04 13:00:00,14
1,B,17,76,EE,31,2023-01-04 07:00:00,7,66.36661128199783,94.7566681286052,55.8683369013405,2023,1,4,7,0,2,1,January,Morning,1,2023-01-04 08:00:00,2023-01-04 09:00:00,22
9,B,44,36,ME,70,2023-01-04 08:00:00,6,42.19995350834922,71.17192585333994,87.39152339844439,2023,1,4,8,0,2,1,January,Morning,1,2023-01-04 07:00:00,2023-01-04 08:00:00,74
3,C,42,88,CS,42,2023-01-04 09:00:00,7,4.5269751060867724,75.18530403382367,12.167802696261864,2023,1,4,9,0,2,1,January,Morning,5,2023-01-04 07:00:00,2023-01-04 12:00:00,22
9,C,49,90,EE,30,2023-01-04 10:00:00,7,77.4458598958906,54.915407110055,60.79175104157524,2023,1,4,10,0,2,1,January,Morning,2,2023-01-04 09:00:00,2023-01-04 11:00:00,67
9,C,19,12,ME,56,2023-01-04 11:00:00,6,86.16055433730598,21.922384644454805,64.836611436176,2023,1,4,11,0,2,1,January,Morning,3,2023-01-04 08:00:00,2023-01-04 11:00:00,82
8,C,44,3,CS,84,2023-01-04 12:00:00,7,42.805845196830106,13.439128824609693,60.4583759176768,2023,1,4,12,0,2,1,January,Afternoon,2,2023-01-04 09:00:00,2023-01-04 11:00:00,91
3,A,24,40,CS,54,2023-01-04 13:00:00,8,35.19127661800868,13.368823959930564,30.644858779169017,2023,1,4,13,0,2,1,January,Afternoon,1,2023-01-04 06:00:00,2023-01-04 07:00:00,75
5,C,48,16,EE,64,2023-01-04 14:00:00,2,44.24177162714212,26.35078241133163,45.25200134876002,2023,1,4,14,0,2,1,January,Afternoon,2,2023-01-04 07:00:00,2023-01-04 09:00:00,91
9,A,22,73,ME,43,2023-01-04 15:00:00,2,46.59526320933036,61.27236267194427,88.46763921720911,2023,1,4,15,0,2,1,January,Afternoon,1,2023-01-04 06:00:00,2023-01-04 07:00:00,69
4,C,16,89,EE,23,2023-01-04 16:00:00,5,81.39735913300545,91.22670022481977,24.6105651364803,2023,1,4,16,0,2,1,January,Afternoon,2,2023-01-04 06:00:00,2023-01-04 08:00:00,85
1,A,15,75,EE,44,2023-01-04 17:00:00,6,33.29434959250255,23.04708802042523,61.54039453043379,2023,1,4,17,0,2,1,January,Evening,3,2023-01-04 08:00:00,2023-01-04 11:00:00,23
5,A,49,71,EE,50,2023-01-04 18:00:00,2,75.18409425975483,96.1405133901673,36.97523619629597,2023,1,4,18,0,2,1,January,Evening,4,2023-01-04 07:00:00,2023-01-04 11:00:00,72
1,B,34,93,CS,58,2023-01-04 19:00:00,4,36.351000570773984,17.37963821972055,36.80106599476826,2023,1,4,19,0,2,1,January,Evening,1,2023-01-04 08:00:00,2023-01-04 09:00:00,19
7,C,29,69,ME,34,2023-01-04 20:00:00,8,9.525776828916854,55.65325521566125,43.60374186014696,2023,1,4,20,0,2,1,January,Evening,5,2023-01-04 06:00:00,2023-01-04 11:00:00,35
7,B,11,67,EE,12,2023-01-04 21:00:00,6,53.49064541829696,80.31921105611836,2.876238973256884,2023,1,4,21,0,2,1,January,Evening,5,2023-01-04 07:00:00,2023-01-04 12:00:00,20
3,A,33,60,CS,74,2023-01-04 22:00:00,5,47.45931197889279,58.675194924605954,88.28691901982589,2023,1,4,22,0,2,1,January,Evening,3,2023-01-04 08:00:00,2023-01-04 11:00:00,7
1,C,34,71,ME,78,2023-01-04 23:00:00,6,30.8028868467617,0.548508139768078,76.11853722195245,2023,1,4,23,0,2,1,January,Evening,1,2023-01-04 09:00:00,2023-01-04 10:00:00,35
4,A,41,77,CS,17,2023-01-05 00:00:00,5,8.354592050130517,20.63508502459716,78.0176615624786,2023,1,5,0,0,3,1,January,Morning,1,2023-01-05 07:00:00,2023-01-05 08:00:00,3
5,A,31,97,ME,44,2023-01-05 01:00:00,9,91.40083861477244,52.33875323419335,40.60299533017104,2023,1,5,1,0,3,1,January,Morning,5,2023-01-05 09:00:00,2023-01-05 14:00:00,22
2,C,32,21,EE,3,2023-01-05 02:00:00,7,77.96390243399146,91.0103707236942,74.44256717412009,2023,1,5,2,0,3,1,January,Morning,3,2023-01-05 08:00:00,2023-01-05 11:00:00,78
1,C,15,90,ME,52,2023-01-05 03:00:00,6,31.175454723780728,52.41334293656009,39.04014372343711,2023,1,5,3,0,3,1,January,Morning,5,2023-01-05 07:00:00,2023-01-05 12:00:00,7
8,B,27,40,EE,51,2023-01-05 04:00:00,1,90.10332077234284,98.55604839771746,39.40134421891452,2023,1,5,4,0,3,1,January,Morning,4,2023-01-05 07:00:00,2023-01-05 11:00:00,32
4,B,23,42,CS,73,2023-01-05 05:00:00,7,71.60265903603815,32.06238677489258,94.35807806130616,2023,1,5,5,0,3,1,January,Morning,5,2023-01-05 08:00:00,2023-01-05 13:00:00,93
9,B,32,73,CS,2,2023-01-05 06:00:00,6,76.99427062830338,34.52506973669386,75.29217208405728,2023,1,5,6,0,3,1,January,Morning,4,2023-01-05 09:00:00,2023-01-05 13:00:00,70
4,C,43,42,EE,64,2023-01-05 07:00:00,2,35.16174019938481,28.97840527229632,92.02004015686528,2023,1,5,7,0,3,1,January,Morning,5,2023-01-05 09:00:00,2023-01-05 14:00:00,3
1,C,10,75,EE,70,2023-01-05 08:00:00,3,41.16165701146479,53.84043035660348,67.020815571777,2023,1,5,8,0,3,1,January,Morning,1,2023-01-05 09:00:00,2023-01-05 10:00:00,52
1,A,26,91,CS,63,2023-01-05 09:00:00,8,16.62749200076522,25.715825075829525,90.45590223701704,2023,1,5,9,0,3,1,January,Morning,4,2023-01-05 08:00:00,2023-01-05 12:00:00,84
6,B,35,21,CS,26,2023-01-05 10:00:00,3,73.33629502117164,5.70137510352231,53.25614990444316,2023,1,5,10,0,3,1,January,Morning,5,2023-01-05 07:00:00,2023-01-05 12:00:00,10
8,B,30,72,ME,73,2023-01-05 11:00:00,4,48.23231491563443,83.36919104373621,0.6654883611254547,2023,1,5,11,0,3,1,January,Morning,2,2023-01-05 06:00:00,2023-01-05 08:00:00,77
1,C,40,36,ME,94,2023-01-05 12:00:00,5,9.263468585270662,89.90381019755583,82.98873857980476,2023,1,5,12,0,3,1,January,Afternoon,3,2023-01-05 09:00:00,2023-01-05 12:00:00,41
2,C,29,42,CS,82,2023-01-05 13:00:00,6,49.00598179940489,90.0033056303715,22.995176428899534,2023,1,5,13,0,3,1,January,Afternoon,2,2023-01-05 06:00:00,2023-01-05 08:00:00,90
9,C,19,50,CS,34,2023-01-05 14:00:00,5,68.54454334704046,31.9764279818754,79.7073919049029,2023,1,5,14,0,3,1,January,Afternoon,5,2023-01-05 06:00:00,2023-01-05 11:00:00,96
8,B,43,81,ME,62,2023-01-05 15:00:00,4,9.614332827372207,57.2441663390008,24.394032924320143,2023,1,5,15,0,3,1,January,Afternoon,5,2023-01-05 06:00:00,2023-01-05 11:00:00,19
5,A,37,4,CS,37,2023-01-05 16:00:00,9,96.78125229039688,97.15008078901432,44.39725813013544,2023,1,5,16,0,3,1,January,Afternoon,5,2023-01-05 06:00:00,2023-01-05 11:00:00,47
9,B,12,63,CS,6,2023-01-05 17:00:00,4,25.18414331034733,12.679408793086033,8.20175431228838,2023,1,5,17,0,3,1,January,Evening,1,2023-01-05 06:00:00,2023-01-05 07:00:00,57
6,B,43,37,EE,12,2023-01-05 18:00:00,8,85.22413516309398,74.90267190200657,12.820230852007708,2023,1,5,18,0,3,1,January,Evening,1,2023-01-05 06:00:00,2023-01-05 07:00:00,52
5,A,46,35,ME,22,2023-01-05 19:00:00,1,41.895361904412056,20.935108731971464,0.3611699478178742,2023,1,5,19,0,3,1,January,Evening,2,2023-01-05 08:00:00,2023-01-05 10:00:00,81
2,B,26,31,CS,22,2023-01-05 20:00:00,9,11.386038862044868,23.741294445082595,91.72345226502024,2023,1,5,20,0,3,1,January,Evening,2,2023-01-05 06:00:00,2023-01-05 08:00:00,62
8,C,29,50,EE,84,2023-01-05 21:00:00,3,0.0865733299915239,5.76032640889369,48.01804777766018,2023,1,5,21,0,3,1,January,Evening,3,2023-01-05 09:00:00,2023-01-05 12:00:00,72
7,B,42,87,ME,53,2023-01-05 22:00:00,1,96.58470221008108,99.82941975486315,96.82358271043068,2023,1,5,22,0,3,1,January,Evening,3,2023-01-05 07:00:00,2023-01-05 10:00:00,89
2,A,27,33,CS,2,2023-01-05 23:00:00,1,53.80078350172015,16.470839334767618,47.94533080345548,2023,1,5,23,0,3,1,January,Evening,5,2023-01-05 07:00:00,2023-01-05 12:00:00,72
7,A,25,31,CS,98,2023-01-06 00:00:00,5,85.17457766022312,68.85482545895907,75.31013478903895,2023,1,6,0,0,4,1,January,Morning,1,2023-01-06 07:00:00,2023-01-06 08:00:00,97
5,B,36,32,CS,76,2023-01-06 01:00:00,9,4.554251997391578,91.75641385553078,14.320946204614703,2023,1,6,1,0,4,1,January,Morning,2,2023-01-06 08:00:00,2023-01-06 10:00:00,4
5,C,45,28,EE,33,2023-01-06 02:00:00,3,66.21323551312253,39.11486083550791,10.541511465647948,2023,1,6,2,0,4,1,January,Morning,4,2023-01-06 08:00:00,2023-01-06 12:00:00,84
1,C,33,42,CS,16,2023-01-06 03:00:00,9,1.0324305798022235,98.66018472519256,61.34979845654052,2023,1,6,3,0,4,1,January,Morning,4,2023-01-06 06:00:00,2023-01-06 10:00:00,79
2,B,24,82,CS,23,2023-01-06 04:00:00,7,82.8827269190294,42.43718804464548,19.72217377491271,2023,1,6,4,0,4,1,January,Morning,5,2023-01-06 09:00:00,2023-01-06 14:00:00,53
1,C,42,85,CS,63,2023-01-06 05:00:00,7,47.51645199011671,62.91309232231755,31.85999108706493,2023,1,6,5,0,4,1,January,Morning,2,2023-01-06 09:00:00,2023-01-06 11:00:00,28
4,C,19,29,ME,13,2023-01-06 06:00:00,2,59.31041728258233,79.71969213983702,14.895853455404994,2023,1,6,6,0,4,1,January,Morning,2,2023-01-06 06:00:00,2023-01-06 08:00:00,88
7,C,39,24,ME,28,2023-01-06 07:00:00,7,5.506557628175979,62.3024630415015,4.000712142973006,2023,1,6,7,0,4,1,January,Morning,1,2023-01-06 07:00:00,2023-01-06 08:00:00,53
9,C,19,99,EE,19,2023-01-06 08:00:00,3,45.411666100901805,89.37341945248627,38.35436594046443,2023,1,6,8,0,4,1,January,Morning,3,2023-01-06 08:00:00,2023-01-06 11:00:00,35
5,B,49,39,CS,96,2023-01-06 09:00:00,7,77.04093501280677,69.42263664043679,49.46762427013231,2023,1,6,9,0,4,1,January,Morning,4,2023-01-06 06:00:00,2023-01-06 10:00:00,15
3,C,29,43,ME,25,2023-01-06 10:00:00,4,40.22153224548873,17.271621534570116,57.070245522634224,2023,1,6,10,0,4,1,January,Morning,2,2023-01-06 06:00:00,2023-01-06 08:00:00,19
5,B,44,13,EE,36,2023-01-06 11:00:00,3,89.36190671234607,94.35371376272802,33.041673187842136,2023,1,6,11,0,4,1,January,Morning,1,2023-01-06 08:00:00,2023-01-06 09:00:00,72
3,A,20,93,CS,92,2023-01-06 12:00:00,5,35.6191837224422,80.29335694915206,5.257687588864868,2023,1,6,12,0,4,1,January,Afternoon,4,2023-01-06 06:00:00,2023-01-06 10:00:00,80
